"□ 본 서비스에서 제공하는 정보는 법적인 효력이 없으므로 참고용으로만 활용하시기 바랍니다."
"□ 신고정보가 실시간 변경, 해제되어 제공시점에 따라 공개건수 및 내용이 상이할 수 있는 점 참고하시기 바랍니다."
"□ 본 자료는 계약일 기준입니다. (※ 7월 계약, 8월 신고건 → 7월 거래건으로  제공)"
"□ 통계자료 활용시에는 수치가 왜곡될 수 있으니 참고자료로만 활용하시기  바라며,  외부 공개시에는 반드시 신고일 기준으로 집계되는 공식통계를 이용하여 주시기 바랍니다."
""
"* 국토교통부 실거래가 공개시스템의 궁금하신 점이나 문의사항은 콜센터 1533-2949로 연락 주시기 바랍니다."
"□ 검색조건"
"계약일자 : 2025-05-13 ~ 2026-05-12"
"실거래구분 : 오피스텔(전월세)"
"주소구분 : 지번주소"
"시도 : 경기도"
"시군구 : 성남시 수정구"
"읍면동 : 전체"
"면적 : 전체"
"금액선택 : 전체"
"NO","시군구","번지","본번","부번","단지명","전월세구분","전용면적(㎡)","계약년월","계약일","보증금(만원)","월세금(만원)","층","건축년도","도로명","계약기간","계약구분","갱신요구권 사용","종전계약 보증금(만원)","종전계약 월세(만원)"
"135","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","월세","30.4400","202603","16","2,000","125","18","2018","위례광장로 21-9","202603~202703","신규","-","",""
"136","경기도 성남시 수정구 태평동","3520","3520","0000","다온 아트리움","전세","56.7700","202603","16","29,000","0","11","2021","탄리로 77","202604~202804","갱신","-","29,000","0"
"137","경기도 성남시 수정구 신흥동","2487","2487","0000","더그린시티","월세","66.0100","202603","16","3,000","150","5","2024","산성대로283번길 6-10","202606~202706","신규","-","",""
"138","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","35.4300","202603","15","2,000","130","16","2018"," ","202604~202704","신규","-","",""
"139","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","월세","30.1700","202603","15","2,000","120","17","2018","위례광장로 21-9","202603~202703","신규","-","",""
"140","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","전세","50.7500","202603","14","43,000","0","18","2018","위례광장로 21-9","202604~202804","갱신","-","40,000","0"
"141","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","전세","35.4300","202603","14","30,600","0","12","2018"," ","202604~202804","갱신","-","31,000","0"
"142","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","월세","22.4400","202603","14","17,000","16","5","2017"," ","202605~202805","신규","-","",""
"143","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","전세","35.4300","202603","14","31,000","0","12","2018"," ","202604~202804","신규","-","",""
"144","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","월세","23.5800","202603","14","10,000","45","6","2020","위례서일로 46","202604~202804","신규","-","",""
"145","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","35.4300","202603","14","1,000","125","15","2018"," ","202603~202703","갱신","-","1,000","110"
"146","경기도 성남시 수정구 태평동","3424-1","3424","0001","정맥프린스텔","월세","32.8500","202603","13","2,000","60","8","1997","탄리로74번길 22","202603~202803","신규","-","",""
"147","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","월세","45.7700","202603","13","2,000","146","18","2020","위례서일로 46","202604~202612","신규","-","",""
"148","경기도 성남시 수정구 태평동","3424-1","3424","0001","정맥프린스텔","월세","37.2300","202603","13","1,000","55","6","1997","탄리로74번길 22","202603~202803","신규","-","",""
"149","경기도 성남시 수정구 신흥동","2463-4","2463","0004","한신프라자","전세","25.9200","202603","13","9,600","0","17","1992","산성대로 331","202604~202804","신규","-","",""
"150","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","월세","65.9400","202603","12","30,000","87","15","2017"," ","202605~202705","신규","-","",""
"151","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","30.2000","202603","12","1,000","75","10","2010","성남대로 1244","202603~202803","신규","-","",""
"152","경기도 성남시 수정구 시흥동","322","0322","0000","판교아이스퀘어","월세","23.9500","202603","12","1,000","154","10","2021","대왕판교로 815","202604~202607","신규","-","",""
"153","경기도 성남시 수정구 신흥동","2563","2563","0000","더하우스 스테이션Ⅱ","전세","69.6100","202603","12","32,500","0","12","2020","공원로339번길 17","202604~202804","갱신","-","31,000","0"
"154","경기도 성남시 수정구 신흥동","2563","2563","0000","더하우스 스테이션Ⅱ","전세","69.6100","202603","12","37,000","0","10","2020","공원로339번길 17","202605~202805","신규","-","",""
"155","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","월세","22.4400","202603","12","1,000","78","8","2017"," ","202605~202705","신규","-","",""
"156","경기도 성남시 수정구 태평동","3507","3507","0000","웅진베어스빌","전세","55.4100","202603","11","26,000","0","15","2019","탄리로 73","202607~202807","신규","-","",""
"157","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","전세","50.3600","202603","11","40,000","0","19","2018"," ","202605~202805","신규","-","",""
"158","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","월세","41.6300","202603","11","32,800","15","16","2018","위례광장로 21-9","202604~202804","신규","-","",""
"159","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","월세","29.6300","202603","10","2,000","130","15","2018","위례광장로 21-9","202603~202703","신규","-","",""
"160","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","전세","65.6300","202603","10","49,350","0","8","2017"," ","202603~202803","갱신","사용","47,000","0"
"161","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","전세","65.9400","202603","10","41,674","0","6","2017"," ","202605~202805","신규","-","",""
"162","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","월세","23.4300","202603","10","13,000","40","18","2018","위례광장로 21-9","202604~202804","신규","-","",""
"163","경기도 성남시 수정구 고등동","582","0582","0000","판교밸리자이 1단지","월세","59.9900","202603","10","5,000","210","6","2023","대왕판교로 995","202603~202703","신규","-","",""
"164","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","월세","23.5800","202603","10","18,600","15","19","2020","위례서일로 46","202604~202804","신규","-","",""
"165","경기도 성남시 수정구 창곡동","559-7","0559","0007","위례 헤리움","월세","20.9600","202603","09","14,800","6","6","2018","위례서일로 30","202604~202804","갱신","-","15,800","0"
"166","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","월세","30.4400","202603","09","19,000","47","13","2018","위례광장로 21-9","202604~202804","신규","-","",""
"167","경기도 성남시 수정구 신흥동","63","0063","0000","성창빌딩","월세","45.6300","202603","09","1,000","70","5","1997","수정로 267","202604~202804","신규","-","",""
"168","경기도 성남시 수정구 태평동","3507","3507","0000","웅진베어스빌","월세","59.3000","202603","08","25,000","5","11","2019","탄리로 73","202604~202804","신규","-","",""
"169","경기도 성남시 수정구 신흥동","2554","2554","0000","(2554)","월세","19.9800","202603","07","500","50","2","2002","공원로339번길 3","202603~202703","신규","-","",""
"170","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","35.4300","202603","07","23,000","36","14","2018"," ","202604~202804","갱신","사용","23,000","30"
"171","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","전세","35.4300","202603","07","30,000","0","12","2018"," ","202605~202805","갱신","사용","30,000","0"
"172","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","19.3500","202603","07","15,000","7","5","2018"," ","202605~202805","신규","-","",""
"173","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","월세","65.9400","202603","07","4,300","210","13","2017"," ","202603~202803","신규","-","",""
"174","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","44.1100","202603","07","2,000","150","13","2018"," ","202604~202704","신규","-","",""
"175","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","월세","29.5800","202603","07","6,000","83","5","2017"," ","202604~202704","갱신","-","6,000","78"
"176","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","전세","44.1100","202603","07","37,000","0","14","2018"," ","202603~202803","신규","-","",""
"177","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","44.1100","202603","07","20,000","60","17","2018"," ","202604~202804","신규","-","",""
"178","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","월세","48.5300","202603","07","10,000","107","8","2020","위례서일로 46","202604~202703","갱신","-","20,000","63"
"179","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","전세","76.9500","202603","07","65,000","0","12","2017"," ","202605~202805","신규","-","",""
"180","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","35.4300","202603","07","31,000","10","10","2018"," ","202604~202804","신규","-","",""
"181","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","35.4300","202603","07","31,000","2","6","2018"," ","202603~202803","갱신","사용","30,000","0"
"182","경기도 성남시 수정구 시흥동","324","0324","0000","판교 제2테크노밸리 LH 1단지","월세","27.4100","202603","07","1,000","81","3","2020","창업로40번길 6","202605~202704","신규","-","",""
"183","경기도 성남시 수정구 신흥동","2530","2530","0000","에뜨롬 신흥","전세","46.1500","202603","07","34,000","0","10","2024","산성대로283번길 6-5","202604~202804","신규","-","",""
"184","경기도 성남시 수정구 신흥동","2506","2506","0000","The Zen City 오피스텔","전세","75.3500","202603","06","43,000","0","11","2023","산성대로269번길 6-8","202605~202805","신규","-","",""
"185","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","월세","39.2100","202603","06","2,000","135","11","2017"," ","202604~202804","신규","-","",""
"186","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","월세","23.5800","202603","06","2,680","83","19","2020","위례서일로 46","202603~202703","갱신","-","1,500","83"
"187","경기도 성남시 수정구 수진동","4510-1","4510","0001","샛별오피스텔","월세","28.0800","202603","06","1,000","58","4","2003","제일로 101","202604~202704","신규","-","",""
"188","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","월세","41.6300","202603","05","30,000","30","5","2018","위례광장로 21-9","202603~202803","신규","-","",""
"189","경기도 성남시 수정구 신흥동","2571","2571","0000","렉스타워1차","전세","83.9600","202603","05","41,000","0","4","2018","공원로339번길 33","202603~202609","갱신","-","35,000","0"
"190","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","35.4300","202603","05","30,000","20","9","2018"," ","202604~202804","신규","-","",""
"191","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","전세","51.4800","202603","04","41,000","0","9","2018","위례광장로 21-9","202603~202803","신규","-","",""
"192","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","35.4300","202603","04","1,000","114","18","2018"," ","202604~202704","갱신","-","1,000","109"
"193","경기도 성남시 수정구 태평동","6524","6524","0000","코지팰리스","전세","74.8000","202603","04","44,000","0","11","2020","성남대로 1246","202604~202804","신규","-","",""
"194","경기도 성남시 수정구 태평동","6524","6524","0000","코지팰리스","전세","71.9500","202603","04","37,800","0","9","2020","성남대로 1246","202604~202804","갱신","사용","36,000","0"
"195","경기도 성남시 수정구 시흥동","322","0322","0000","판교아이스퀘어","월세","23.9500","202603","03","1,000","132","6","2021","대왕판교로 815","202603~202609","신규","-","",""
"196","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","35.4300","202603","03","10,000","71","11","2018"," ","202604~202704","신규","-","",""
"197","경기도 성남시 수정구 창곡동","536","0536","0000","위례리버스토리","월세","18.6300","202603","03","1,000","80","10","2017","위례서로 34","202603~202803","신규","-","",""
"198","경기도 성남시 수정구 수진동","37","0037","0000","태종오피스텔","월세","30.8000","202603","03","500","47","5","2014","수정남로 65","202603~202803","신규","-","",""
"199","경기도 성남시 수정구 시흥동","342","0342","0000","판교 디앤써밋 에디션","전세","27.4100","202603","03","29,000","0","8","2023"," ","202603~202803","신규","-","",""
"200","경기도 성남시 수정구 시흥동","322","0322","0000","판교아이스퀘어","월세","23.9500","202603","03","1,000","132","7","2021","대왕판교로 815","202603~202703","신규","-","",""
"201","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","60.5500","202603","03","9,000","90","7","2010","성남대로 1244","202604~202804","갱신","-","8,000","88"
"202","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","월세","35.4300","202603","03","30,000","15","16","2018"," ","202603~202803","신규","-","",""
"203","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","월세","25.7700","202603","02","1,000","100","6","2017"," ","202603~202703","신규","-","",""
"204","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","월세","29.6300","202603","02","1,000","105","8","2018","위례광장로 21-9","202603~202703","갱신","-","1,000","100"
"205","경기도 성남시 수정구 창곡동","560-1","0560","0001","남위례역 푸르지오 시티","전세","35.4300","202603","02","33,000","0","17","2018"," ","202603~202803","갱신","사용","31,500","0"
"206","경기도 성남시 수정구 태평동","6523","6523","0000","인티움","월세","42.7400","202603","02","2,000","85","12","2010","성남대로 1244","202604~202804","신규","-","",""
"207","경기도 성남시 수정구 태평동","3520","3520","0000","다온 아트리움","전세","71.0100","202603","02","37,000","0","9","2021","탄리로 77","202605~202805","신규","-","",""
"208","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","월세","47.3000","202603","01","5,000","160","13","2017"," ","202603~202703","신규","-","",""
"209","경기도 성남시 수정구 창곡동","559-7","0559","0007","위례 헤리움","월세","20.9600","202602","28","1,000","83","10","2018","위례서일로 30","202603~202703","신규","-","",""
"210","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","월세","19.7400","202602","28","15,300","7","6","2017"," ","202603~202703","갱신","-","15,300","7"
"211","경기도 성남시 수정구 창곡동","560","0560","0000","남위례역아이파크","월세","30.8900","202602","28","25,000","10","12","2017"," ","202604~202804","신규","-","",""
"212","경기도 성남시 수정구 신흥동","2506","2506","0000","The Zen City 오피스텔","전세","51.6500","202602","28","32,000","0","13","2023","산성대로269번길 6-8","202603~202803","신규","-","",""
"213","경기도 성남시 수정구 창곡동","559-10","0559","0010","위례엘포트한라비발디","전세","23.5800","202602","28","21,000","0","8","2020","위례서일로 46","202603~202803","신규","-","",""
"214","경기도 성남시 수정구 창곡동","505","0505","0000","위례 한화 오벨리스크 센트럴스퀘어","전세","65.9400","202602","28","51,000","0","7","2017"," ","202603~202803","신규","-","",""
"215","경기도 성남시 수정구 창곡동","562-1","0562","0001","위례KCC웰츠타워","월세","29.6300","202602","28","1,000","110","13","2018","위례광장로 21-9","202603~202703","갱신","사용","1,000","105"
"216","경기도 성남시 수정구 창곡동","559-7","0559","0007","위례 헤리움","월세","20.9600","202602","28","16,500","6","13","2018","위례서일로 30","202604~202804","신규","-","",""
